,Puan,Yorum
12050,1.0,&quot
12051,1.0,Boyutu küçük diye yorum yapmışlar. Heryere taşınabilecek
12052,1.0,Urun kalitesi cok iyi kargo gayet hizliydi tesekkurler
12053,1.0,Ürünü sipariş ettim. Hızlı teslimat için teşekkürler. ürün çok başarılı. 
12054,1.0,gergedan fil zebra yersiz geldi biraz : ama kitap güzel. maymun kaplumbağa kedi köpek inek at kartal vs var bilmek isteyenlere yardımcı olur umarım. resimler oransal olarak büyük
12055,1.0,ürün güzel kargo hızlı
12056,1.0,tam anlatıldığı gibi piyasanın en ucuzu.Hızlı kargo içinde teşeklkürler.
12057,1.0,Yarısına geldim şimdilik iyi gidiyor. Livaneli zaten usta bir kalem güzel bir final bekliyorum.Şaşırtan sonlar hoşuma gider Ahmet Ümitin romanları gibi.Bu kitap da şaşırtacak sanırım
12058,1.0,Gayet güzel yapılmış bir kağıt
12059,1.0,iskender palanın bu romanını sabrıszılıkla bekliyordum ve çok kısa zamanda bitirdim. Gerçekten çok güzel yazmış yine... Bizim aşık yunusu derviş yunusu çok güzel anlatmış. herkesin okumasını tavsiye ederim.
12060,1.0,Khaled Hosseininin adı gibi muhteşem eseri.Uçurtma Avcısınden hiçbir eksiği yok.Okuduğunuz ilk sayfadan itibaren eser sizi saracak ve elinizden bırakamayacaksınız.Kitabı burdan sipariş ettim hemen elime ulaştı ve iki günde bitirdim.
12061,1.0,Hızlı kargo için teşekkürler
12062,0.0,Bu kitap için ayıracağınız o kıymetli vaktinizi lütfen size katkısı olacak kitaplara ayırın mesela Tolstoy insan neyle yaşar
12063,1.0,kitap okumayı çok seven birisiyim.kitapta akılıcıktan yanayım.bir arkadaşın tavsiyesi ile bu kitabı aldım.bu zamana kadar okudum en güzel kitaptı diyebilirim.1 günde okudum bu kitabı bazen duygulandım bazen güldüm.....iyiki okumuş.sizde muhakkak okumalısınız
12064,1.0,Hızlı kargo ve güzel bir eğitim seti
12065,1.0,Fiyat çok iyi
12066,1.0,kızımın dikkat eksikliği var faydasını görüyoruz.
12067,1.0,Çok güzel bir hikaye tavsiye ederim
12068,1.0,İlk başlayanlar için gerçekten başarılı iyi bir drone bence tavsiye ederim : ayrıca firma gerçekten güvenilir ve sağlam teslimatından ötürü teşekkür ederim :
12069,1.0,bu oyunu oynarken ortaya çok ilginç şeyler çıkabiliyor. oldukça eğlenceli. arkadaşlarım ile birlikteyken genelde bu oyunu oynuyoruz bizim için zevkli oluyor : farklı şeyler çıkıyor ortaya ve heyecanlı ve biraz da stressli bir oyun :
12070,0.0,çok güzel ve zevkli bir oyun.Ancak blok tahtaları kanallara çok bol geliyor. devrilip duruyor
12071,1.0,Beklediğim türkçe içerik idi fakat o şekilde gelmedi kartlar fena değil idare eder oyun kurallarını internetten bakıp oynamayı düşünüyoruz.kuralları bildikten sonra oynanabilir nasılsa
12072,1.0,kızım 3.5 yasında.3yasında basladık 4 yas setıyle başladdık.cok keyıflı gldı.bitince 5 yas setını istedık.oda bıtınce 6 yası sıparıs verdım.keyıfle yapıyor
12073,1.0,&quot
12074,1.0,Kargo hızlı ve sorunsuz
12075,1.0,Ahmet Ümit kitaplarını bilen bilir. Bu kitabıda harikaydı. Bir çırpıda bitiyor. Hepsiburada da hızlı gönderi ve güzel paketleme için teşekkürler 
12076,1.0,Bu kitap Ahmet Ümit in diğer romanlarından farklı olarak üç öyküden oluşuyor. Beğendiğim taraflarından bakarsak üç öykü demek üç farklı başkomser nevzat demek ve bir kitapta farklı olayları çözümlemek çok güzeldi . Kitabı okurken sherlock hikayelerini anımsadım bence böyle olması güzel olmuş . Beğenmediğim tarafdemek istemiyorum ama eksik bulduğum mevzu ise öyküler çok kısa geldi ve katili bulmak çok zor olmadı . Ahmet ümit romarlarında her sayfada başka birini katil olarak görebilirken bu kitapta öyle değildi pek .
12077,1.0,sadece 1 kitap şeklinde geldi. daha önceki siparislerim kutuda 2 kitap şeklindeydi.
12078,1.0,Sağlıklı yaşam için her evde bulunması gereken bir kitap.Alıp almama konusunda kararsızdım.İyiki almışım diyorum.
12079,1.0,Güzel paketlenmiş zarar görmeden ve siparişten 2 gün sonra elimdeydii..teşekkürler
12080,1.0,herkes kendinden bi parça bulacaktır...Yıllar önce bile bugünü sezebilmiş bi yazarhızlı gönderi için de hepsiburadaya teşekkürler ertesi gün elimdeydi :
12081,1.0,Mükemmel
12082,1.0,gayet iyi 1 deste geliyor ona dikkat edin
12083,1.0,Gayet güzel ve akıcı. Bu kitabı okuyarak çocuklarıma karşı olan bazı davranışlarımı değiştirdim ve olumlu sonuçlar alıyorum. 
12084,1.0,İlk defa iskender Pala kitabı okuyorum. Bu kadar naif ve akıcı bir anlatım hiç görmemiştim. Peygamber efendimizi anlattığı sahneler dillere destan.
12085,1.0,çok sağlam ve güzel bir oyun.9 yaşındakı oğlum hem tek başına hem bızımle keyıfle oynuyor. 
12086,1.0,Bu ürünü aldık hiç bir sorun çıkmadı.. ucuzluğuna aldanmayın çoğu işinizi görüyo.. normal amfi ile kullanılışının dışında bilgisayarda da gayet güzel kullanılıyor çok net bir ses veriyor.. tavsiye ederim..
12087,1.0,Teşekkür ederim hepsiburada ailesi gayet güzel bir ürün beklediğimizi üzerinde iyiki varsınız.
12088,1.0,Çok iyi kitap tavsiye ederim yalın ve anlaşılır bir anlatım şekli var .
12089,1.0,6 yaşındaki oğlum için aldım ve içeriğini çok beyendim bol ve farklı egzersizler mevcut.Ayrıca başlamadan önce ilk üç sayfadaki talimatları ve açıklamaları okumanızı öneririm.
12090,1.0,elinize saglik kendini tekrarlayan cumleler var dogru ama kackez yazsaniz azdır vurgulamk istediğinizi.okunabilir yalin bir anlatim.
12091,1.0,Ürünü Teslim aldım gayet güzel memnunum.
12092,1.0,Ürünü titizlikle hazırlanmış temel eğitim için gayet faydalı
12093,1.0,çok manasız bir kitap boşuna almayın
12094,1.0,Hayata dönmek için
12095,1.0,mutlaka alın 3-10 yaş arası uygun bence
12096,1.0,Okuldan istedikleri için kardeşime ve arkadaşlarına aldım 14 tane memnunuz sesi diğer markalara göre daha tok
12097,0.0,Kulaklık Hediyeli diyor çıkmadı içinden....
12098,1.0,Çocuğunuz kitap seviyorsa kaçırmayın derim
12099,1.0,Hızlı gönderim için teşekkürler...
12100,1.0,Oğlum çok beğendi çocuklar için harika
12101,0.0,Bir okur olarak sevemediğim kitaplardan biri
12102,1.0,Ürün gayet iyi ancak daha önce 5 ve 6 yaşını almıştım. İçindeki etkinliklerin ve çıkartmaların bazıları önceden aldığım setle çok benziyor. Bence bu konuda yenilenmesi gerek. Diğer yönleri gayet başarılı
12103,1.0,hiźli kargo ve sorunsuz geldi kitap. henuz okumaya baslamadim ama faydali olacagini dusunuyorum. icerigihastalik sebeplerihastalik nasil baslartemel yiyecek ve iceceklerdogal iceceklerorganlari tem8zleme..... gibi birsuru baslik altinda ayrintili konular.
12104,1.0,ilk 60 sayfasini okudum ve çok beğenerek devam ediyorum.çok akıcı bi dille yazilmis çok rahat okunuyo yormuyo.çok beğendim
12105,1.0,Cok tesekkurler cok hizli ve guvenilirsiniz
12106,1.0,Urun bugun elime ulasti ve cok iyi paketlenmisti ayrica yaninda ricam uzerine 1 kilif 2 de pena yolladilar gitar tertemiz zaten valencia markasi guzel almak isteyenlere oneririm.
12107,1.0,Kullanalı bir hafta oldu
12108,1.0,kitap güzel fakat kargo paketlemesi özensiz yırtık geldi.
12109,1.0,Kesinlikle okunmalı. Ayrıca HB ya hızlı gönderi ve uygun fiyat için teşekkürler. 
12110,1.0,Elimdeki kitabı bitirir bitirmez başlıyacağım.Diğer bütün kitaplarını aldım.Harika bir yazar.
12111,1.0,aldığım üründen cok memnun kaldım. hepsiburada.com a teşekkürler. sürekli alışveriş ettiğim bir site cok memnunum. üründe yazılanla birebir aynıdır. iyi oyunlar....
12112,1.0,Kargo belirtilen zamanda tarafıma iletildi. Paketleme konusunda tereddüt dahi etmeyin. Bu fiyata gayet başarılı bir ürün&#128077
12113,1.0,süper hizmet teşekkürler hepsiburada
12114,1.0,BENİM GİBİ TAVLA OYNAMAYI SEVEN DOSTLARINIZA VE ARKADASLARINIZA HEDIYE OLARAK ALABILIRSINIZ. FİYATI ÇOK UYGUN IHTIYACI OLANLAR YADA HEDIYELIK DUSUNENLER KAÇIRMASIN DERIM
12115,1.0,Kesinlikle harika bir plak &#128525
12116,1.0,Bu kesinlikle mükemmel bir kitap. Eğer Harry Potter filmlerini seviyorsanız kitaplarını okumalısınız ama Harry Potter ve Zümrüdüanka Yoldaşlığının kitabını mutlaka okumalısınız çünkü filmi kesinlikle bir hayal kırıklığı. Kitabı okuduktan sonra bunu siz de göreceksiniz.
12117,1.0,Kitap muhteşem 
12118,1.0,hızlı ulaşım teşekkür ederim
12119,1.0,Ürün cok başarılı. Oğlumuz çok severek oynuyor. Hızlı kargo ve ürün için teşekkürler.
12120,1.0,Her zamanki gibi sorunsuzhepsi burada alışverişi ???? Hem uygun fiyat
12121,1.0,çok hızlı ulaştı ürün gayet başarılı kitap teşekkür ederiz
12122,1.0,İmzali aldım ama belli ki yazar tek tek imzalamak yerine imza sayfası baskı olarak eklenmiş...Anlatım diliyle elinizden bırakamayacağınız bir kitap. Hepsiburada yine en uygun fiyat ve sorunsuz teslimat teşekkürle.
12123,1.0,Her insanın kendi kiisel menkıbesini yaşamasının önmini anlatıyor. Hayat dersi veriyor. Çok iyi bir kitap. Her yaşa hitab ediyor.
12124,1.0,silmarillionun mükemmelliği yanında biraz sönük kalıyor ama yine de okunası okutulası bir kitap. yüzüklerin efendisi serisini daha iyi anlamak ve ortadünyaya tam hakim olmak için okunmalı. aralıkta filmi de geliyor. filmden önce okunmasını tavsiye ederim.
12125,1.0,Okuyun.Okuyun ki gerçekler neler
12126,1.0,cumartesi sipariş verdim 2 gün içinde elime ulaştı paketleme süper.Kutunun içerisinde nota kitabı
12127,1.0,Kesinlikle okumanız gereken bir Zülfü Livaneli eseri daha. Çok güzel kurgulanmış ve olayların arasındaki bağlantı şaşırtıcı. Çok sürükleyici ve elinizden kolay kolay düşüremeyeceğiniz bir roman.
12128,1.0,Kitabı elime yeni ulaştığı için okuma fırsatım olmadı. Paketleme işi çok özenle yapılmış ve çabuk ulaştı. ''Mavi Kitap'' satıcısına çok teşekkürler.. 
12129,0.0,Hiçbir şekilde beğenemedim Canan Tandan bunu beklemezdim olmamış
12130,1.0,eline ve kalemine sağlık. çok güzel bir çalışma olmuş...
12131,1.0,Oğlum severek okuyor
12132,1.0,güzell 
12133,1.0,piyasada o kadar çok marka varken neden roland diye tercih etmenizdeki en büyük etken fiyat performans açısından son derece fazla bir ürün olmasıdır. o kadar çok ses varki resmen adamlar yapmış diyorsunuz. sağlam pakette geliyor kırılma şansı yok gibi hatta imkansız kaldı ki kargoların ürünlere nasıl davrandıklarını bildiğim için. saat 16:00 sipariş etmeme rağmen aynı gün kargolanması şaşırtıcı oldu gerçekten. kurulumu da gayet rahat oldu. ayrıca ürünün içinden çıkan e faturası garanti belgesi firmanın güvenliği açısından da son derece öenmliydi.
12134,1.0,Okuyun
12135,1.0,fiyatı inanılmaz uygundu
12136,1.0,5 ve 7 yaşındaki çocuklarımla ailecek oynadığımız çok güzel bir oyun...tavsiye ederim...
12137,1.0,Hızlı kargo güzel teslimat kaliteli ürün teşekkür ederim..
12138,1.0,Fiyat çok uygun. gönderi çok hızlı. kitabı daha okumadım. teşekkürler
12139,1.0,Ürünün fiyatı çok iyi ve belirtildiği şekilde geldi
12140,1.0,Sıkıntısız ve hızlı kargo
12141,1.0,oldukça iyi.
12142,1.0,Sorunsuz teslimat kamera iyi memnun kaldım dayanıklı ürün bana mısın demiyor&#128512
12143,1.0,Özenli paketleme ve hızlı kargo. Görseldeki ürünle birebir.
12144,1.0,Çocuklarımızı doğru düzgün birer yetişkin haline getirebilmek ve onları sağlıklı bir kafa yapısına sahip büyütebilmek için mutlaka okunması gereken bir kitap.
12145,1.0,tertemiz geçti elime
12146,0.0,Sayfalar hep tekrar olarak ilerliyor. Oğlum 5 yaşında 1 defa okuduk bi daha istemedi okunmasını normalde yeni aldığımız hikayelerini 3
12147,1.0,pazar sipariş pazartesi kargo salı teslim tşk..
12148,1.0,Hesap makinesi pili boyutunda... Ama gayet güçlü benim etkinlik amacıma uygun... Tavsiye ederim... &#128077
12149,1.0,Bu yazarın kitapları bir harika
12150,0.0,resimdeki ile alakasıyok sessiz demişler bildiğin tiktok şeklınde ilerliyor eski saatime aldım kucuk geldi olmadı para boşa gitti anlıcanız.resme aldanıp almayın
12151,1.0,9 yaşındaki oğluma doğum günü hediyesi olarak aldım. 3 günde geldi ancak kutusunun üzerine fatura yapıştırılarak herhangi bir güvenlik önlemi alınmadan gönderilmişti. Allah'tan herhangi bir zarar görmemiş kargoda. hemen kurduk ve bataryasını şarj ettik. wifi ile telefona bağladık. hafıza kartı olmadan da telefona wifi ile foto ve video kaydı alınabiliyor. ancak canlı görüntü alamadım telefondan. ya bu özellik yok ya da ben bulamadım çünkü telefondaki uygulaması çince. kolay kullanılabilir güzel bir dron ancak havada kalma süresi çok kısa. tam yönetmeye başlıyorsunuz ki şarjı bitiyor. kamera kaydı yapmadan 5 dk kamera kaydı yaparken 2
12152,1.0,Bu kitabı okuduğumda Ömer Hayyama olan ilgim arttı ve rubaileri hakkında araştırmaya girdim gerçek anlamda okuyucuyu kendine bağlayan bir kitap olmuş.Tek beğenmediğim yanı ikinci kısım diye tabir edilen yerde gereksiz yere saptırılmış konu hikaye farklı bir boyut almış genede okumaktan zevk aldığım şahane bir eser herkeze tavsiye ederim..
12153,1.0,çok güzel tavsiye ederim.
12154,1.0,Sıkıntısız alışveriş. Çok hızlı kargo 
12155,0.0,Böyle bir kitabın yayınlanmış olması bile üzüntü verici ! 
12156,1.0,Ürün tam da beklediğim gibi
12157,1.0,Daha yeni bitirdik ve ortaya çıkan manzara mükemmel
12158,1.0,Kitap güzel ancak ebatı küçük ve ebat ve sayfa sayısınagöre oldukça pahalı
12159,1.0,Biraz ince fakat lgs icin ideal.Kargo da gayet hızlı ve iyiydi.
12160,1.0,Çabuk gelditeşekkürler....
12161,1.0,Livanelinin bu kitapdan önce 4 kitabını daha okudum. Mutlulukda dahil olmak üzere hepsi birbirinden güzel
12162,1.0,Tesekkurler 
12163,1.0,tavsiye edebilirim
12164,1.0,Güzel hizmet
12165,1.0,Hızlı kargo güzel basım. tesekkürler
12166,1.0,Resimler ve baskı güzel
12167,1.0,Öyle bir son yazmış ki
12168,1.0,Kitap sorunsuz geldi ama geç kargo
12169,1.0,5
12170,1.0,Teşekkürler
12171,1.0,Arkadaşlar günlerce uyumadan puzzle yapan biriyim. puzzle halı da son 1 yıldır kullanıyorum. tavsiye edeceğim bi üründür. ama 500 veya 1000 puzzle yapıyorsan değil ama 1000 üstü için harıka bir üründür. en güzel yanı puzzle yapıyorsunuz misafir geldi hemen sarıp saklayabiliyorsunuz. mesela şuan 3000 puzzle var bir haftadır ugraşamıyorum sardım puzzle halısına parca kaybolacak diye korkum yok bu fiyata kesinlikle değer...
12172,1.0,Okumaya başladım
12173,1.0,Urun çok iyi fakat playstation da kullandığım zamanarada kesilmeler oluyor. Nedenini anlamadım fakat kamera mikrofonu olduğu için sanırım. Teşekkür ederim
12174,1.0,Satıcı hızlı gönderdi. Elime sanki kendim raftan almışım gibi kırışıksız ulaştı.
12175,1.0,2 yasindaki oglusum icin aldim. Uyumadan once okuyoruz. Cok keyifli
12176,1.0,Dün sipariş verdim ve bugün teslim aldım???? 32aylık kızım icin aldım ve ürünün kalitesi
12177,1.0,bu kitap tam çılgınlar için bu kitap sizin hayatınızda bir çok şeyi değiştirecek bu kitabı kesinlikle okumalısınız size tavsiye ederim
12178,1.0,Mukemmel gitar arkadaşlar alirken cok dusundum temkinlendim ama su an gitar elimde ve mükemmel yapicaginiz sey telefonunuza kucuk bir akor programı yükleyip akorunu yapmak ve sonrasinda keyfinize bakmak herkese tavsiye ederim 3 gunde geldi tertemiz kutu ile sorunsuz ulaştı kafanizda soru işareti kalmasin soru sormak isteyen fotoğraf isteyen arkadaslar cagritokat hesabina yazabikirler yardımcı olurum
12179,1.0,Çok faydalandım. Oğlum hemen tuvalete gitmek istedi.
12180,1.0,çok iyi paketlenmişti ve çok hızlı geldi
12181,1.0,Kitabı çok beğendim. Matematiği sevmeyen veya zorlananlar için tavsiye ederim.
12182,1.0,1984 ten günümüze kabus senaryosu bire bir günümüzle aynı.. En çok beğendiğim cümle:&quot
12183,1.0,Kardeşim her gün bunu oynamaya başladı. Çekmeceler çok iyi düşünülmüş.
12184,1.0,İnsanlarda ne dertler varmış derken belki de kendinizde de olan takıntılardan yada o insanların tecrübelerinden pay çıkarabilirsiniz. Okuyun derim. 
12185,1.0,Çizim
12186,1.0,Kargo hızlı ve set güzel. İçindekiler de tamdı .
12187,1.0,bir cok kitapta cok sasirmisligim var ama bu benim icimi parcaladi. nasil guzel bir anlatimi var. gece yarisi hickiriklara boguldum. ondan once kikir kikir guldum rustem dayiya. iclal aydin mukemmel bir kitap. bayildim
12188,1.0,Güzel ürün oğlum beğendi.
12189,1.0,İskender palanın bütün eserlerini okumuş biri olarak
12190,1.0,İlk okulda okutulan hikayelerden kaliteli ve anlamlı olduğu gerçek bende beğendim yeğenimde beğendi
12191,1.0,Çocuğuma severek okuyorum. Değerler öğretiminde başarılı buluyorum.
12192,1.0,Ürün Gayet Güzel ve Çok Temiz beklediğimiz gibi fotoğraf dakika gibi geldi yanımdaki ekstra hediyeler için Teşekkürler çok güvenilir bir alışveriş oldu.
12193,1.0,çok güzel kızım çok sevdi
12194,1.0,bandrollu kitap
12195,1.0,Kaliteli ürün. Uygun fiyat ve hızlı göneri için teşekkürler Hepsiburada
12196,1.0,genel anlamda iyi bir kitap.daha çok okul öncesi veya 1. sınıf düzeyinde
12197,1.0,Teşekkürler ilgili hızlı satıcı hediye için ayrıca teşekkür ederim
12198,0.0,Kitabı almamdaki birinci amaç kapağındaki yazı oldu.Atamın okumuş olduğu bir kitabı okuyacak olmam..İçerik olarak Finlandiyanın çağdaşlaşma süreciayrıntılı olarak anlatılmış.
12199,1.0,Ürün satın alındığı aynı gün kargoya verildi hızlı elime ulaştı. Kitap olarak da gerçekten faydalı egzersizlerin bolca bulunduğu yeni başlayanlar için çok işinize yarayacak bir kitap
12200,1.0,Mükemmel kitap
12201,1.0,herkesin okuması gerektiğine inandığım bir kitap.
12202,1.0,Hepsiburadadan sürekli alışveriş yapıyorum. Bu kitabıda herkesin okumasını tavsiye ederim
12203,1.0,memnun kaldım fiyatına göre iyi
12204,0.0,Tek kelime ile berbat. Ürün kalitesiz bir MDFden yapılmış. Koridor parçalarını boşluklara takarken oyun tablası parçalara ayrılıyor.
12205,1.0,ürünü diğer siparişlerimle beraber aynı anda elime ulaşması süper. gayet hızlı teslimat yaptılar. kardeşime hediye olarak aldım ve onun mutluluğunu görünce keşke daha önceden sipariş verseydim dedim. oyuna gelince bir kere başladınmı oynamaya bırakmak çok zor oluyor.
12206,1.0,Yine bir Iskender Pala klasigi gercekten arastirmasiyla yine konusturmus eserini gayet akici ve sizi icine alan bi kitap tavsiye ederim
12207,1.0,Teşekkürler ürün sağlam bir şekilde elime çok çabuk geldi. 
12208,1.0,Hızlı ulaştı
12209,0.0,anlatımı çok sert
12210,0.0,En kötülerden .Gerçekten vakit kaybı
12211,1.0,ürünükızıma almıştım ama ondan önce ben okudum sürükleyici aynı zamanda gerçekten indirimde
12212,1.0,Kızımla severek yapıyoruz gayet başarılı
12213,1.0,Tavsiye ederim.
12214,1.0,Çok begendik çok güzel hazirlanmis. Resimleri de harika. Kitabi hazirlayanin eline saglik. 
12215,1.0,ürünü çok beğendim. Farklı bir oyun.
12216,1.0,Eğer Dj olmak istiyorsanız başlangıç makineniz budur. Ürün çok hızlı ve çok iyi paketlenmiş bir şekilde geldi. Memnun kaldım. Pionner kalitesi zaten tartışılmıyor.. Özellikle bu sektörde..
12217,1.0,Oğullarım her gun oynuyor.Büyüklüğü tam ideal.Kaliteli memnun kaldık.Teşekkürler
12218,1.0,görünüşü ve ses kalitesi bu fiyata göre çok iyi ürün elime erken ulaştı kargo teslimatı ve paketlenmesi başarılı teşekkürler hepsiburada. com
12219,1.0,Mükkemel fiyata şahane kitap çok sağolun
12220,1.0,İstanbul’u ve Ege’siyle bugünkü Türkiye’nin tanıdığı
12221,1.0,en çabuk bitirdiğim kitaplardan birisi Olasılıksız oldu. harika bir kurgu ve hiç bitmeyen bir heyecan var kitapta. mutlaka okunmalı. tekrar okunabilecek kitaplar sınıfına girdi bence.
12222,1.0,Karton sayfalı olduğu için sağlam bir kitap 21 aylık oğluma aldım bir kaç gün içinde öğrendi içindeki hayvanları. Daha öncede karton sayfalı kitaplar almıştık
12223,1.0,Harika anlatım ders çıkarılması gereken bir kitap 
12224,1.0,Ürün çok güzel
12225,1.0,hızlı teslimat beğendim
12226,1.0,bu kitap çok faydası olan düşünmuyorum
12227,1.0,Ürün 2 gün geç olsa da herhangi bir sorun olmadan elime ulaştı. Ayrıca tel de oldukça iyi
12228,1.0,bazı şeyler vardır
12229,1.0,Kitap akıcı
12230,1.0,Kullanımı kolay
12231,1.0,çok hızlı geldi. Fakat kitap hiçbir paketleme yapılmadan kendinden daha büyük bir karton kutuya konduğu için taşıma sırasında çarpmalardan dolayı zarar görmüştü.
12232,1.0,hızlı teslimat.fiyat süper.
12233,1.0,Kitabı 3 günde bitirdim. Körebe'yi bulana kadar başka bir işe odaklanamadım. Başkomser Nevzat babacan tavırları ve araştırmacı kimliği ile harikalar yaratmış yine. Bu karakter diğer romanlarda da olmalı kesinlikle. Hızlı gönderi için H.B.ya teşekkürler.
12234,0.0,İslamın en temel düsturlarından birisi &quot
12235,1.0,böyle güzel şiirler yazan şairleri çok seviyorum. kitap içerik olarak biraz daha zengin olsaydı 5 yıldız verirdim ama bu fiyata bu kadarı da çok iyi. yapı kredi yayınları doğan kardeş şiir kitapları kütüphanenizde seri olarak bulunsa ne güzel olur. güzel kitap
12236,1.0,Aldığıma çok memnun oldum.5 yas grubu ilgiyle dinlediler ve bir daha okunmasını istediler.Renkler çok canlı hikaye çok dokunaklı.Tavsiye ederim
12237,1.0,15 aylık bebeğimin favorisi sürekli alıp okumam için bana getiriyor. Resimler boya kalemleriyle çizilmiş gibi çok şirin. Resimler ne kadar büyükse o kadar hoşuna gidiyor. Beyaz fon üzerine renkli temiz çizimleri var.
12238,1.0,Gerçekten çok akıcı okunabilecek ve ufkunuzu açacak bir kitap
12239,1.0,Üründe satıcıda harika. Söz verildiği gibi zamanında eksiksiz ürünü aldım. Beklentimi kesinlikle karşılıyor. Teşekkür ederim.
12240,1.0,Tesekkur ederim kitap çok temiz bir halde adresime geldi. Şuan çözüyorum gayet güzel. 
12241,1.0,paulo coelho hayranı olarak kitaplığımda olmayan kitabını almış olmamın verdiği mutlulukla yazıyorum ki herkes bu yazarı okumalı veyazarın geerçe anlamda ismini duyurduğu bu kitap yine çok güzeldi
12242,1.0,Bu kitabı okumak insana çok şey kazandırıyor.Benim gibi herşeye sahip olupta mutluluğu bulamayan küçük şeyleri dert eden biri için çok ders vericiydi. arkadaşlığın ve dostluğun dibine inen bir kitap ölmeden önce okunacak kitaplar arasında sayıyorum bu kitabı kurgu çok etkileyici bi okadarda üzücü iyi okumalar.
12243,1.0,kitap oldukça eğlenceli oğlum çok sevdi 
12244,1.0,Resimleri ve hikayeleri çok güzel
12245,1.0,Hızlı teslimat kargo ücretsiz çok iyi
12246,1.0,iyi
12247,1.0,Harika bir kitapFinlandiya’nın Nokia’yı yaratmasının temelleri bu kitapta diyebilirim
12248,1.0,Kızım için aldım.Kalite ve fiyatı iyi
12249,1.0,F/P Ürünü
12250,1.0,Bu tür kitaplari hala bulabiliyor olmak çok güzel teşekkürler...
12251,1.0,ben bayaa faydalı buldum.
12252,0.0,Berbat
12253,1.0,Yorumlar üzerine aldım ve büyük bir hevesle pkudum hiçö hayal kırıklığına uğramadım tam istediğim gibi çıktı. Başarılı bir gençölik hikayesi olmuş teşekküerler hepsiburada
12254,1.0,Her konuyu örneklerle anlatarak akıcı bir anlatım sağlıyor. Herkesin anlayabileceği düzeyde Nörobilim'i işliyor. Kesinlikle bir altyapıya ihtiyaç yok.
12255,1.0,tavsiye ederim. hediye icin tesekkurler
12256,1.0,daha okumadıysanız çok şey kaçırıyorsunuz. kesinlikle bitirmeden kalkamayacaksınız. her sayfada şaşırmaya hazır olun.
12257,1.0,kitabı sipariş ettiğim gün gönderiniz beklediğimden de hizlisiniz.Cok teşekkürler hepsiburada.
12258,1.0,Eğlenceli
12259,1.0,Hızlı kargo kaliteli ürün pulu zarı güzel.bu fiyata daha iyisini alamazsınız 
12260,1.0,ürün görseldekinin aynısı ve çok hızlı kargo.
12261,1.0,çok güzel bir kitap kızım 20 aylik 6-7 aydır bıkmadan usanmadan okudugumuz kitap yırtıldığı için yenisini sipariş verecem mutlaka alın pişman olmazsiniz
12262,0.0,27.06.2018.den beri kargo bekliyorum 
12263,1.0,hızlı kargo
12264,1.0,Aldığım kitaplar gayet temiz ve özenle paketlenip gönderilmiş. Kitaplarda herhangi bir şekil bozukluğu ve kirlenme yok. Teşekkür ederim.
12265,1.0,Tam zamanında Teşekkürlerimle
12266,1.0,Oyun çok güzel ve zevkli. Sıkmıyor. 7 yaşüstü herkese hitap ediyor. Kaliteli malzemesi var. Tavsiye ederim.
12267,1.0,ingilizce kitabı için memnun kaldım teşekkürler
12268,1.0,çeşit çeşit resimli masallar . bu fiyata bedava sayılır .
12269,1.0,süpriz lerle doluokumaya başla dığınızda bırakama yacağınız bır kıtap tavsıye ederım. çevrem de kitabı okuyup begen meyen kimse yok
12270,0.0,Kutu içinde yada dışında fatura gönderilmedi.gün içinde kargoya verilmedi.kitap herhangi bir problem yok 
12271,0.0,hevesle alıp okumayı düşünmeyin
12272,1.0,Kısa sürede elime geçti. Teşekkürler.
12273,1.0,İşte bu kitap gerekiyordu. Tebrikler Yılmaz Özdil
12274,1.0,ATAM İZİNDEYİZ
12275,1.0,Montaj parçalarında hiç bir eksik yok. Gayet kaliteli.
12276,1.0,Cok Cok iyi 
12277,1.0,Kargom çok hızlı bir şekilde elime ulaştı. Kitaplar oldukça iyi.
12278,1.0,Yeni başlayanlar için mükemmel bir ürün. F/P oranı çok iyi. Oldukça dayanıklı.
12279,1.0,Yerli mali
12280,1.0,Ürün başarılı
12281,1.0,Jazz müzikten piyano öğretmenimiz istediği için aldık
12282,1.0,Gerçekten ürün çok güzel bateriyi tozdan kirden koruyor ve taşımak içinde büyük rahatlık sağlıyor ben beğendim.
12283,1.0,aldım ve çok memnunum. 7 yıldır gitar çalıyorum bu kadar güzel tını ve ses veren tel görmedim.Bundan sonra hep daddario ej45 alıcam.Teşekkürler hepsiburada. :D
12284,1.0,Oyun çok eğlenceli. Ürünün fiyatı çok iyi. Teşekkürler
12285,1.0,Birinci kitabıyla birlikte set olarak aldım. Yeni okumaya başladım ilkini. Bunu da bitirince tekrar yorum yazarım.
12286,1.0,kaliteli güzel bi ürün.
12287,1.0,Ürün elime bugün ulaştı. Ürünü gerçekten çok güzel paketlemişlerdi. Hiç bir sorunu yoktu. Emeği geçen herkese çok teşekkür ederim
12288,1.0,Çok hızlı geldi kargo.Kitabı övmeye gerek yok okuyup görün
12289,1.0,hızlı gönderim için teşekkürler...
12290,1.0,kürk mantolu madonna kitabından sonra okudum anlatımı ve tarihin o döneminde ki olayları ve çıkar ilişkilerini güzel yorumlamış büyük usta sürürkleyici bir kitap
12291,1.0,Fiyatına göre çok kaliteli bir ürün. Kötü bir koku yok. Üzerinde de üretimde sağlığa zararlı hiç bir madde kullanılmadığı belirtilmiş. Boyutu ideal.
